Total Household Income,Total Food Expenditure
147001,46081
121269,45570
1123471,166267
86718,28477
165972,64764
211086,88455
130145,71984
145280,69565
96166,51077
130190,83955
452868,72468
520186,118532
677084,124299
144361,70127
384800,88183
269930,37922
842938,112766
86704,37797
85955,26956
38655,23683
60255,16792
266600,90052
119199,19292
197980,81787
90690,36440
99027,44875
53665,30873
69978,28860
141786,42699
716328,124886
73215,39852
88299,39865
96555,35832
75345,33178
318355,71681
981665,154233
220033,58007
283117,130525
35167,21710
72542,50510
239323,50238
122764,54337
73908,30541
89950,41747
71263,26210
249755,40443
167447,47840
101934,53194
416940,91406
303056,83798
142588,35222
266219,82502
186500,59706
293519,66920
1087350,233754
339088,86788
189812,62379
290594,66299
221883,83618
353210,80050
340212,98892
1779497,280289
585408,100323
391488,107350
649038,108818
132990,35235
1087420,165967
148363,53564
326696,65515
176300,43648
450250,171907
580128,103293
739668,151076
2598050,224002
1420300,285914
273184,118158
1273000,221932
295578,68432
247651,72498
364133,78759
106235,41533
1352790,231095
169483,86669
389995,118067
346687,168358
356717,101613
161308,91645
484641,142567
393990,159083
225690,89679
152766,36170
153820,27727
492870,108980
146025,56435
208540,60567
235458,65476
281881,43062
398885,54292
86944,53017
270908,69939
141238,29150
285475,78547
1240000,236938
750050,128675
465000,152188
360341,55763
992000,128051
442800,108967
188688,42099
280084,75829
153670,66269
142978,39017
141238,51343
122300,40336
224904,68594
135634,42716
123540,29367
110256,25578
223996,88990
344270,77094
153883,57363
280900,105238
327724,68787
46486,19314
471972,112196
744002,42945
217293,41048
382762,95296
585038,65602
811898,151539
361500,92047
738702,127468
466880,101112
555712,145517
315535,89500
237036,122291
134770,56130
320634,61231
236860,64510
228840,90769
281180,79754
186012,67588
253305,60241
210252,42988
351355,83473
229500,46001
267000,80728
134000,53164
166440,39224
173236,50385
128213,43761
260292,67532
381338,89299
312493,91572
94813,43902
603580,106325
109659,47669
518419,119755
618165,89615
278004,97027
196830,63582
874842,152762
416618,153324
232320,68952
605910,166146
112470,55433
539486,265368
157870,57285
993272,105618
323925,142099
84939,40459
365376,93546
134823,42451
184760,68967
512734,155928
75017,38877
395770,118690
87987,44357
491870,160573
143106,67152
148778,40453
100560,26181
249466,71884
180766,51731
304309,90977
113796,35822
485904,111608
178616,65770
191874,54759
127480,52538
215642,87837
122273,27387
339700,81663
443230,94988
281701,84131
188985,45778
129886,54594
131850,36073
260042,63648
184149,57969
689234,152970
270333,99735
709008,171671
233740,96494
212620,70685
95956,48370
444358,125032
577798,104381
349648,78046
507060,94260
611574,108986
390521,166815
220798,67465
318366,96031
360995,180018
359300,140561
418690,105028
629832,156805
292887,76238
166936,90692
271924,101121
307030,77042
245370,88786
410032,71188
293759,77956
184702,41803
69962,24662
113632,36037
634845,143022
416609,101182
218720,107931
167567,48425
147420,62137
207958,103054
150596,59720
181042,70057
204337,73655
465124,93387
364214,49548
1049802,225034
387348,72518
396500,134333
142659,23776
478296,71328
525410,164197
194346,37924
310214,35593
373771,90833
197423,68093
573913,86823
121868,66596
143400,48962
114040,34205
965904,76410
182653,45974
133485,54135
1278446,125904
310180,57721
357728,75063
146817,47471
253652,95940
62271,18913
479096,145137
591768,119929
454900,110298
256030,33515
89448,27914
84009,24401
84000,31338
172560,50228
253835,29521
237355,48444
89900,39349
284640,103311
314663,92478
119500,33104
119975,52774
425664,197165
569782,179202
139790,59186
203239,50628
147220,53427
256792,124123
586660,133416
252380,63412
241766,59303
405169,75640
276064,85666
229373,34831
757765,117295
98412,58799
129352,70904
143573,60935
117661,43273
194219,78585
42510,27497
58696,26058
113114,59808
184500,63761
223449,46359
118045,55988
155523,62190
86139,65184
37376,18932
122100,44259
313543,73384
131336,38214
113736,38635
252420,53763
86150,41761
243000,50378
95938,26768
259659,96246
368002,52901
186139,70867
474891,117384
344000,95315
412387,126475
305620,125935
541498,105512
1643880,363572
845500,126078
412115,99261
444730,141252
359724,92183
1691518,235191
291254,67397
561035,167622
594000,68782
514860,100479
331250,82292
207673,59731
137828,53619
256400,61996
410324,95424
103475,42482
386437,79290
690185,117147
272876,68209
218512,45512
138745,46247
248971,61587
68186,17456
532864,80078
269591,67133
165761,31294
126546,35354
135946,58572
96315,41889
181258,54478
53806,17186
120477,37959
85187,43042
73000,17846
365008,77640
209719,63728
189256,65021
641500,107395
172520,91479
246100,92945
269623,97126
105941,25697
469966,121191
171400,55990
31724,12843
467666,114001
484116,79678
144103,55997
258776,195079
272002,112282
102246,25438
114295,39965
73566,16726
67970,37522
52236,18020
120120,43319
139829,44014
96265,50265
131752,39900
142994,37481
289400,98944
206230,39248
185965,57722
142660,51702
204644,60965
385620,101979
81870,21700
621706,115335
49852,20631
155834,63793
210418,80501
146860,58414
122189,36032
297047,89547
118876,30805
236835,79131
481406,130226
426072,63545
322103,89997
236759,38782
96934,24272
102085,56245
181722,91362
167000,56192
114248,28048
66299,34946
170127,49528
481396,74931
129103,52130
301058,66173
113475,42023
89760,33270
68685,27901
90361,46722
135022,65771
81264,53948
66182,43786
106997,63615
177507,66593
143266,59920
165477,76650
167669,90832
159458,68583
114900,54087
133873,34867
65936,27290
71449,29010
64945,28612
82756,26840
35601,16843
66481,22580
128241,47735
118874,48144
78594,31117
184145,68479
238354,97891
141176,60671
60604,31484
92851,41385
98484,35233
143009,55800
134059,42815
106363,39503
152107,56861
157776,73170
165924,55821
59856,29908
137021,67381
299597,57669
163873,43363
345311,60506
63035,28499
47679,38262
93242,42929
109601,25079
44521,20576
68434,19306
132116,45811
86370,36219
103566,32637
65046,23272
120240,55760
95603,47917
61270,42961
70284,21368
215690,43384
115252,20379
109208,25433
101087,37301
227869,35807
195098,53005
268157,64719
132590,32568
202382,68940
345188,71390
85158,33286
214072,54143
131220,42041
87778,38301
217278,76421
210371,62809
108307,52661
337774,170169
236494,62879
120055,49317
166829,39182
439027,88473
1032419,133165
421330,97911
341690,73368
144774,69796
634003,99885
273769,48311
149478,33238
113864,28814
67774,43748
127528,51751
56490,29862
304476,94172
103725,22805
74084,28100
273279,57041
199988,28414
161720,32142
1145524,103040
569622,110341
405428,86274
71982,23921
268203,45744
187238,79959
138990,53424
127173,42808
177205,49264
167310,43406
369923,144125
272965,47753
217048,48908
87968,27596
57769,24244
128673,78664
323870,76075
100075,49965
84049,44668
598403,127658
84194,34672
355392,73960
112583,56906
94717,39582
145445,51581
58150,20953
79739,39465
163938,45765
83250,38493
57135,14497
228833,59188
135060,66518
204580,51352
327550,62416
139838,52502
205795,61322
74755,48255
127850,54979
273937,71787
141320,61176
81445,42906
123224,30339
89797,22483
138143,30137
82028,34008
231609,37203
219198,45407
138768,55775
171520,65429
94690,43187
239625,71545
134440,59487
127930,58518
519882,160343
276840,109949
245605,90923
216224,61779
94340,44780
487600,88418
121076,48002
216961,67116
106577,52749
128586,69217
159252,76419
142954,76578
257222,79806
117398,80262
139998,78586
159556,50818
190288,49485
470056,118905
118285,62838
204110,105859
159158,87683
216358,76939
100490,54042
95046,48914
103554,65483
447968,90864
554538,99239
241336,102865
121528,64533
149400,60644
464014,124207
889404,133240
99170,52072
357624,94035
96230,49834
389600,116104
160529,50816
496975,130959
93773,31928
151819,55570
106790,62244
84384,38437
169443,76180
173337,63804
164525,44022
98660,44085
87394,64670
134570,56904
129530,45286
192673,108242
164184,78023
111330,27232
61469,40542
88290,38361
201079,75824
77145,48836
94887,51869
105305,61217
50529,28511
700485,154602
36498,22433
83182,56941
178105,68102
153718,68462
225394,105362
43974,31328
105884,49590
1305080,243492
63390,29015
388762,87630
45572,19132
219850,53194
105228,44749
129905,65756
134641,62265
98182,48455
258555,79671
72395,30337
127370,47679
230426,70187
86962,30845
121719,65103
76292,32246
78011,36964
81333,34522
62895,24404
148818,57868
68303,27747
63810,19231
35614,11253
67056,19123
107102,46419
140833,43641
119920,65096
554543,93039
37127,10688
42287,16081
260142,71448
68340,27668
42870,21980
139410,38580
35040,21909
83575,46047
381944,68726
105541,52822
165245,50168
293700,80445
47080,19745
89655,54525
144615,24225
226320,70911
134780,47621
127779,29586
115510,57207
112098,20053
249505,28798
80644,23494
109985,43892
382630,53229
231599,67010
194231,14735
151163,55660
236725,101044
138260,71008
147900,36923
219570,50475
128835,52182
102141,33809
119035,21405
127065,33818
188942,43801
129013,43924
135292,59856
257502,49055
272815,42251
258938,87284
181390,64601
81618,47879
444226,78099
241916,84817
249365,92630
164540,69091
308284,49546
71597,25756
196205,51635
107670,63970
101510,42861
177814,28421
294595,56721
109815,64477
99445,23879
188936,39950
143165,26293
102592,20951
112577,30369
118354,44343
147871,54906
124790,35675
113961,27756
111041,33055
181744,47293
168102,42050
781589,65077
143440,43759
51688,16019
248703,78135
125895,37151
289965,39493
135324,26693
312510,58290
80568,22662
136180,54457
60737,18032
149875,51738
60020,41574
46706,15129
85730,33592
126718,60963
111255,73845
114312,46143
56179,20147
61504,33571
45475,39849
50672,32754
58620,27586
254425,51868
123410,73379
159825,82175
48215,14605
48490,20987
122845,40660
82725,50915
170135,86754
78644,41976
99105,49179
183460,66871
127085,52480
115771,62377
323488,56149
178838,113498
112433,58027
123078,54841
122154,50303
99006,41870
125835,78708
70010,25516
142405,29077
117899,26600
85182,40130
533654,51126
88861,55996
142918,58031
176222,73872
611110,178557
160345,57306
530550,108826
249084,74546
322864,64639
267064,67768
390253,48977
109860,52512
247668,42327
216117,113030
433008,94345
127230,53292
73384,21420
115625,58520
65407,29036
60177,25807
105960,51922
169976,85213
116415,51648
115835,81940
152550,74643
170010,84042
493923,87789
223311,73584
179759,66224
75472,30772
159322,65179
105400,40512
141481,72827
144730,71172
240220,59484
309858,22007
163721,69687
202013,50964
310887,91894
625760,65791
213467,62970
70359,41823
208515,62526
31621,19022
11988,6781
72336,23736
17294,12392
115280,54020
37694,22391
111003,92346
89520,37544
85996,49599
120865,36181
202845,48084
40606,28983
77981,31388
26430,12739
99268,31347
73035,46728
68220,45799
85572,49393
76245,45045
184722,38378
50450,13937
66280,34671
114303,46154
271490,65267
129226,38736
100011,37106
67532,26463
157506,67397
110264,46579
304850,60981
106204,48334
129609,45345
46600,15463
165197,77260
120800,50757
179168,77879
101864,39429
240180,35614
307907,118078
81955,49956
142874,85235
331280,119136
184198,84408
710880,149352
482660,142190
834234,244119
144562,63207
88926,50777
1132498,210968
399310,120837
308557,108062
150615,80229
221521,107398
146061,105042
305230,193428
220380,101741
165949,95737
211873,119824
161900,92832
184088,83291
345599,109941
104080,62755
196742,114908
293211,93062
266797,139457
261634,133842
405696,183722
574340,196869
279932,124758
143321,114486
291203,146074
135666,59258
354000,175620
394198,130005
668430,143950
180846,103523
202591,42521
346686,186453
265034,89243
359487,90186
634885,149961
118225,70609
86790,56909
95950,41888
