Total Household Income,Total Food Expenditure
283544,72631
212410,54546
117148,63296
189448,69317
144830,80870
289970,92226
115616,49997
155302,64504
176960,60295
182777,90535
255446,80623
116750,72020
173491,95184
67033,37747
195412,108265
623117,106791
146649,46634
125478,60559
147730,41784
131125,58714
186620,55785
240654,94048
512562,70123
135188,62411
1410240,132462
424855,114473
166528,71741
125014,33349
311550,111518
285161,88923
219462,69137
243755,82233
108763,31226
379010,84968
70183,25470
458170,90547
276620,66223
102438,28042
599432,86249
219945,45235
78755,33626
139973,72314
70697,44790
66425,35537
33053,14520
39497,29607
74985,48859
71015,53478
133513,54822
98729,58015
138763,52880
72606,46157
73042,36042
123075,65848
690000,89878
169101,69538
149377,66804
598350,67506
229000,100105
534017,165747
416522,81275
198646,103435
126370,48300
272004,96137
364854,132251
282409,166999
223371,97816
50258,30447
189550,88855
477694,122399
294416,95401
148735,74937
213955,103564
136911,62337
117660,70121
118740,33294
162006,68107
206543,76398
256850,96708
206002,92112
140431,75812
356170,151527
128934,47953
145700,65813
215160,122175
179815,81218
290559,108532
1354399,68615
142633,47022
150271,51450
192705,71035
104478,50111
52182,30729
75387,47202
609200,60176
50871,38020
39187,29777
70027,47414
44050,22612
91371,49603
66591,45196
60760,40113
75115,41327
82461,34875
26988,20812
100107,40404
72232,48989
140828,88559
101400,75047
229225,77370
281368,103596
480324,160211
124760,36959
193424,87542
124008,63495
101355,39065
726096,184133
104333,29822
66386,44627
504117,118576
70093,26984
287347,111798
202878,71445
373035,93198
217124,71581
269553,83268
457838,276122
150190,56464
188793,49525
158914,61363
122283,47497
206500,46800
208900,48264
116545,48335
150874,65208
110442,53550
237250,80901
165550,62348
126425,48976
426389,75096
161020,53747
135291,48003
131652,84493
211884,83928
183895,51205
104873,44810
110964,85171
160425,97718
41119,27746
399285,142730
185568,97623
199387,59296
71055,41605
109190,51115
145752,107111
126090,56427
110158,64294
27742,12200
51002,42391
140622,74522
184550,104661
99640,59123
161952,75543
356054,123369
268420,129166
316074,149771
198805,110326
50193,18327
186448,122391
179914,118968
90303,36220
144554,71843
87330,38649
90900,35107
216774,106453
165773,74823
139927,52311
202979,102551
105415,51564
115644,59074
100742,58508
185303,65392
525720,143449
124558,62457
129702,60302
173158,73959
380940,139809
648639,162755
293364,80378
319749,96237
2162240,356258
120165,66289
114014,58042
111200,49883
255058,67109
277730,46264
228914,42963
325260,183765
228493,118069
186760,85395
165756,55095
40134,17458
773000,227224
121450,53832
322025,122306
254192,132862
282768,67570
271530,66855
354648,80473
120358,33474
1183842,134398
87309,41837
619358,119944
495113,92068
346649,90344
123837,68430
645006,134318
1552340,166022
739466,120257
468000,116246
276500,66731
473584,114296
1138000,176472
154866,55428
502484,103005
1153448,216683
315699,49277
443060,86640
280038,80988
521200,92390
581221,169136
525513,126848
788440,132985
265656,150082
520144,173565
146501,94985
241385,92618
167001,72593
1011234,330467
118822,79002
216863,114451
64198,37801
88187,68761
102972,64438
86915,40673
195250,99963
86364,54110
287372,146992
174892,47021
369250,106599
95414,86540
252692,72000
95970,50297
97158,48220
109882,53352
308004,78491
114252,36680
241977,114716
416614,77170
138382,61965
163035,54878
108823,65582
185454,49048
154050,83701
176385,79122
295000,95498
193910,65775
225980,109924
313450,114104
111489,52594
73718,36109
124475,48888
136500,58919
104775,44786
91797,68736
171846,79208
255782,77160
168769,54380
192474,66646
96655,44367
213652,67013
153623,64639
69429,24430
94185,45048
95933,49889
124458,80814
98940,48291
92328,58605
58734,30660
69937,47282
30123,16111
151175,84403
100964,66360
125590,60799
179497,53202
84728,49144
39185,22635
56286,37885
209885,66161
171223,82118
92655,43826
83448,38081
232949,100153
165014,63984
125993,53188
222164,52029
53616,35455
102390,48682
96970,42343
234416,95842
75212,33600
393730,105816
208758,89670
97137,60004
124748,71789
95658,45254
143914,38436
66440,58826
173208,87776
63180,50805
388250,106523
118295,107889
165735,87244
78488,37714
88590,45873
151913,65446
94415,53479
111840,53511
128736,67572
130830,80186
53826,22850
813615,78072
90785,54758
111466,53599
168239,79756
54392,42001
114569,68990
114629,70211
126569,79824
98893,61492
44684,20658
108952,57500
71240,45334
62189,47137
79201,65819
118305,72670
1446093,193361
110960,48219
95340,79855
183587,67315
145446,100288
170960,140036
113750,107785
297735,108276
79097,54626
164212,39979
110769,49142
195120,80810
133562,56558
137200,70112
79350,43129
197200,85446
84050,47655
74364,39541
150240,55761
223770,80279
860484,132934
77700,58421
180084,115497
77220,48619
80240,59480
151720,69425
119656,84155
92980,62139
152150,110543
97320,98825
104625,76610
197000,106983
78014,85112
254974,99008
103742,117902
198341,121750
110380,75304
105639,83270
171274,120082
162892,98422
83006,85412
101904,84151
103154,80121
159240,87083
69319,75837
158106,91690
113276,71492
105594,93970
61245,56933
63140,51422
75473,59333
88378,58397
128758,59729
80166,41725
62592,47657
215850,80828
75312,68289
129480,42715
69066,58731
79040,40272
75800,48945
61570,39966
67272,55040
61094,39113
102578,60032
88005,41078
87656,51100
65220,56143
128800,55946
85875,57656
81002,58128
94284,41593
61121,36880
81337,53281
81792,56300
48648,48695
60772,57496
104194,79928
69852,46805
86500,23051
72896,56807
109175,59969
100435,35607
77100,47719
94495,35314
89120,40980
119140,38936
100977,58196
41162,23889
101000,53592
97642,57658
94370,68243
82020,60164
77365,45959
94270,77556
92498,75489
77215,42902
133450,50885
151123,59104
118540,56289
128852,63464
127706,60067
182035,67708
67050,40276
163910,53040
103047,52015
47851,27380
46745,24233
70008,46022
53626,18161
88647,48028
81413,53195
94022,37316
259000,44608
171280,66468
199098,49327
145045,52996
678270,86572
507190,128372
80570,18040
80773,40191
406440,87015
111470,88670
131519,91058
91336,49708
59298,39261
66703,38609
84173,76605
71900,45571
149835,77864
117705,65562
65521,62295
103251,68570
96560,46094
106431,83196
58225,43378
102373,64294
154516,95723
103832,61537
172319,67413
86441,44131
99725,63415
111455,54738
72585,42802
90720,62086
83991,61285
125040,49137
53225,41286
87350,62573
66155,53142
119065,62170
133735,60536
93293,46586
48730,38322
60235,50275
69035,42971
63520,62506
150780,38970
68272,49373
67600,50124
64850,46668
99025,67450
78425,59496
72735,62623
59059,37490
79285,39169
76069,30674
89725,37006
65940,46307
55865,43536
60005,38665
67840,34057
101735,32947
58800,42554
76894,38075
92015,41005
81495,64564
61528,43916
107245,74564
79341,49174
75109,71447
142290,59200
87110,63535
58880,31990
61115,40626
175520,46288
123854,55404
172100,42558
77105,52392
40038,35123
69000,38895
73300,47192
74840,42366
121680,40804
164960,71057
72350,51488
200910,68607
85990,58837
129048,40274
79675,48642
69090,33624
60460,44118
39981,17767
59235,46902
94255,73192
281020,109210
676800,125073
300620,158228
96670,66309
125370,124928
171325,82705
336640,75671
101540,82710
183188,107276
165655,76389
87081,57014
86396,40056
128440,73007
107095,54014
134295,136694
134298,126366
135245,53884
87245,44579
93015,50460
40100,25940
452441,76417
198941,76189
133788,56561
535319,48198
98910,78022
127780,81253
324736,18900
207540,59960
261280,76152
96130,60046
175750,81713
66810,49504
79570,68435
133340,68788
93260,59298
273040,98846
260102,139905
83430,50381
133560,87577
108202,61104
299007,75371
513500,176207
349504,115874
113249,71077
47835,29390
315050,124758
1060441,130563
172780,82696
153003,97635
135010,64500
319025,99753
410240,206440
119400,50431
131119,91319
107900,83810
135235,67477
91500,42806
73850,58488
81168,35814
113368,104264
115400,73050
108480,96165
88355,45647
90000,67603
44486,28753
45860,29167
91275,46666
266000,140240
140525,78922
156600,103933
320675,112157
136270,83755
109422,87523
61235,50838
88405,50554
87100,72375
131823,90973
101657,79853
96575,64478
103045,72579
115605,75885
148870,92240
113615,82130
141735,57640
119448,70664
115222,54630
98520,36259
83790,63874
149114,53068
132630,76266
199510,50589
140776,65835
106392,56930
125479,59535
151418,57596
166938,49070
128638,69701
111338,53495
169720,54494
295778,79805
150400,55873
109428,54424
156558,47152
185880,63159
143978,51792
159730,71811
73220,46911
135610,61810
95340,66274
59720,38447
58495,34053
68420,41187
107425,72038
59600,33759
96020,61225
105121,65194
112022,68034
105000,54887
94900,49687
156150,75742
74700,32015
91345,57268
98300,51765
279900,113989
109260,60950
165560,80947
125076,50270
144580,77810
67095,46496
101540,46398
218662,73532
127580,49693
191985,99633
90256,53709
198572,61397
91315,54144
71285,52461
115274,68593
62440,55835
72925,50818
149465,48587
224255,72264
54256,25679
90972,44846
99375,44334
100963,30486
103731,45873
57293,44771
198075,95833
129330,53784
191010,72734
103345,34522
129995,78100
111230,73676
119932,65813
99263,36719
97140,46781
169860,184017
108825,77854
171819,83559
174270,53044
55760,28224
61720,30866
65597,66975
87182,47147
154751,59682
137433,43282
165440,52996
204214,121121
318234,66732
77650,30655
136699,57106
105297,51388
119480,62885
77840,42213
158299,54210
109968,40894
177249,46800
132209,69594
119695,33638
164375,76194
156894,55445
125902,67626
119340,35481
142449,76079
135866,43329
121441,54762
135747,55510
91059,30896
139740,56356
169506,61448
128297,41631
175970,66688
162218,48012
227206,84213
115552,29215
123359,37537
115535,62899
122994,50521
115023,53224
108663,37191
458202,66819
106157,31779
122660,52870
124460,52004
374357,141222
131229,67655
261575,50262
81030,48874
78230,74430
78242,74067
96897,66732
123007,58843
127781,107579
134400,32358
178107,59077
125808,49197
113466,62776
150286,65040
140918,47297
131154,43028
117472,31621
181434,82523
114760,50718
144117,56098
124359,39870
169795,35387
166169,54212
239609,47859
187953,39082
176465,54920
220815,65268
100415,58451
139735,86199
99115,73819
102425,60381
107410,62238
139590,102465
82890,66421
117565,93601
88660,55368
57805,41816
73170,48733
83106,48732
112986,56444
68280,47621
113020,88701
91891,57511
115198,75518
133065,79379
72000,40375
98874,77766
120184,62623
97070,58601
86340,54045
103555,69226
97100,59999
122753,66953
88430,68170
109945,61921
75539,60317
114585,86064
171430,107437
43870,38879
100770,58618
40438,24179
168594,86834
82620,52381
111154,53648
73443,53696
81330,44926
240720,41763
75453,51356
160770,102528
82101,61127
92646,41836
82910,51397
76884,51061
87050,69049
89638,58023
77078,47226
90089,60757
142061,37706
90860,68380
40530,50591
77414,60779
57410,47362
65793,43690
139533,63548
43810,42606
157923,86350
144263,87424
76815,62627
53432,40436
84635,62368
134135,66997
65215,51508
83225,70196
151870,77798
209604,112031
60210,25586
260715,110288
109633,43781
90805,45090
99240,24023
63220,61798
83870,28680
344892,66461
44285,37117
266780,46624
169465,46686
83300,40298
162960,42689
49400,27147
45620,35761
70237,29450
60225,32813
59444,32818
65020,35649
64748,28700
82595,49401
70630,54864
80146,33928
50311,22571
187580,59118
285053,65918
121873,49262
101127,46676
48781,40408
53371,38778
128010,65316
105105,33514
42514,21157
109181,74213
51284,41999
46188,24540
49201,35279
87297,62587
390097,56648
61608,29192
73846,35616
83506,41149
96471,60731
80225,51749
181855,114758
81875,52484
178052,69186
287336,54982
346138,95399
168049,111056
196928,108697
43196,40307
113012,70786
55267,41937
177927,77772
149065,73481
123677,81658
184135,78806
147470,88210
108240,59138
528883,71222
103571,57074
171006,72986
134110,67030
169402,78475
177651,54770
156900,84865
166682,59051
103625,58263
148050,98279
140480,78757
83081,52716
97009,72168
92756,62646
101596,78840
104923,96899
107014,53899
71227,35699
138634,61614
163710,44072
89090,47012
93202,42117
86400,56322
89561,53613
50370,50501
77903,37070
50742,45186
46460,42505
112518,54405
99340,61466
76789,65217
42625,27736
187325,89865
616570,119806
90775,59572
114820,72244
100990,51866
81229,57613
93020,62745
190830,56030
65905,44948
64610,37625
60760,36079
124012,62440
108448,55898
118193,53560
99255,61236
162338,72513
98482,49333
100305,61641
126001,70703
99122,50237
96641,46577
82405,30067
110350,57981
98045,46948
105887,53753
95502,49824
110478,53221
97585,56371
104168,58662
623738,133762
301900,109815
169200,47653
428200,179808
283100,123872
513400,189137
96255,73028
304222,130908
287475,149365
367204,190454
253164,126686
259090,137784
384386,152593
100800,41980
225600,122215
113000,40516
153700,71052
238040,89446
500283,238592
741564,263778
254079,97488
184943,113580
732686,229696
264116,76610
191760,101529
444446,218646
316579,181149
880669,294738
464241,218709
269480,128204
204672,96128
420498,146805
385062,112303
480000,122971
386500,117459
306448,142017
192016,124291
316646,167833
551982,214203
654682,310591
146600,66854
122255,74697
1124712,313889
283390,125700
829160,73941
418650,185867
655596,218507
123780,34462
433136,168717
340118,123670
231335,143151
228000,113198
227001,99417
110353,58548
393884,154859
409386,135914
538500,153001
579656,196431
184590,44355
787092,196973
1088842,148045
426064,132635
161276,106670
840766,342822
260851,151825
633205,123393
419100,179379
222527,143286
231700,65399
1355680,330335
301254,113087
554508,116874
298644,82250
304964,88705
963566,102427
162140,84018
364283,178152
182344,89536
182454,124609
220700,90090
119029,62780
707400,120483
183066,97867
135065,42319
172062,83137
331911,170031
242294,123054
102257,25280
248376,166895
227511,76758
169220,32653
498700,204233
189123,75681
192178,109067
246000,99460
83010,52607
502203,217431
184400,77270
71090,44525
270360,143445
200418,99652
357204,127877
454782,205019
244932,140198
340000,115553
246880,151889
530817,198985
328585,136035
175632,92669
315460,144275
218186,109818
331572,164688
379777,193404
453406,138081
264162,186259
201700,91231
385002,164797
49590,26956
272073,169456
157693,85382
209141,100498
239015,127842
293298,173680
317270,141798
267876,132759
237872,124603
219657,116029
229600,100431
695336,232111
500911,189183
203362,54442
577554,201934
1070008,276180
199700,120853
974766,276581
599916,214867
363642,121134
2557636,424659
147698,81329
199694,72628
225076,92263
82500,16722
459232,146219
301036,140893
738536,234710
598714,146657
500060,220941
392052,162289
403954,224484
118790,66812
164686,87951
253800,85231
123750,44861
251300,131588
300460,115542
208422,84232
809516,129785
345400,163067
106500,57989
232806,168650
153136,93525
194700,111902
86955,61174
100204,52858
232598,143365
485898,206387
523000,180589
366998,149984
452580,166431
125140,71076
358100,153661
173238,92757
76038,37208
334680,162385
290742,129762
198697,104324
91310,64427
242676,132395
535618,273709
451800,219444
548765,271975
293712,112265
577200,226056
155464,81060
320000,51378
191122,105582
384116,131812
235320,83200
438952,207370
163760,91632
569954,139933
255711,136795
170400,50354
473032,207997
568200,219130
571716,174812
490804,208615
249871,99095
527174,221302
115100,79569
2409200,90039
346014,134465
498592,127654
416740,184861
125642,100976
564640,234310
366980,170932
565462,248859
513168,154694
240002,114107
272150,160848
1494000,369204
1274988,262996
542300,119596
432300,125114
320840,169468
294850,161015
360000,62293
787762,268247
710000,259505
192468,46350
435502,119071
172400,49120
247450,45726
344700,91017
354812,78972
926316,170931
377035,154877
147300,104291
207738,125012
173838,122840
204146,149824
270040,93898
406064,139156
274196,165436
153684,119207
292800,161246
111900,62182
201162,122146
117900,64701
81200,50758
175200,88030
86250,36244
219100,105372
303852,112151
151300,76949
172500,69529
384150,155433
346360,198591
305600,158951
205200,106761
270365,163573
173200,84242
157100,91410
180922,113737
181400,116156
122825,76732
211700,119881
442146,150709
103463,60122
216966,153105
1356856,287544
338830,84847
291300,192442
311800,153648
173785,52132
234685,91661
185800,57567
253768,173976
738359,286872
617320,228767
288603,120491
565651,134439
556440,214307
458765,150537
340071,96802
327230,126485
104248,44964
243746,165517
731905,196865
865816,469285
721702,150725
331870,162644
224417,130574
359895,200714
869192,226386
674466,194845
386160,137428
553560,132349
375750,170877
446550,151169
498068,228562
846800,288024
422472,191380
903468,183098
1072625,364304
896600,234643
911658,259661
247350,148260
893492,217123
808040,186282
621400,126236
549687,143181
143368,100732
1476050,277465
288700,118852
605800,132016
302144,97848
628238,211319
678000,182904
865000,208656
570324,136028
343280,148626
163100,79684
1606528,289775
232250,46205
456500,102348
462000,192023
38970,31400
284694,109519
388545,106707
143240,87153
225640,132656
345550,194279
400065,168842
476000,173386
680038,227104
447600,210398
484476,218290
381780,212966
829622,343155
786416,281376
640710,191708
490781,250536
314793,148958
343572,166239
493966,208128
776463,195418
222226,84077
287168,151400
671062,208380
649811,238992
304200,104006
903753,301137
560706,235641
171480,54270
88800,33906
311247,159349
459400,72869
119400,58922
351236,91863
76800,39164
811845,199540
115986,89978
149850,51019
252321,125911
837866,173685
521750,180870
358595,151914
1066720,279985
1150680,221440
626910,124753
390072,124076
753700,212687
348000,128639
285000,203331
433500,134287
483742,92871
488800,136061
322500,143160
378900,78992
745412,168028
777436,269599
694800,233098
372448,79532
356122,123896
201522,123557
525622,157957
500362,166480
330158,136041
344450,125691
345211,122314
300670,140044
633078,129177
325424,127792
350588,184446
446586,204678
421120,198709
359468,133710
537002,178256
291545,78016
763932,149422
918798,301780
254840,158210
195780,97219
268805,216958
468258,239211
263688,139275
466716,170779
165088,77154
349240,145251
241246,133342
84816,22448
374470,134671
648481,158202
281768,136752
227816,157611
210158,166613
188300,96700
139358,103916
393836,167121
282200,134834
258350,159493
163368,101361
227640,152725
264644,79881
225600,129862
399508,97335
166716,82390
231810,81339
267552,123349
277012,130405
97500,42461
167844,89521
165200,72209
163952,67430
225300,85439
250000,46438
271022,144793
147516,70354
134316,56846
305916,98131
190116,99091
393356,138254
281380,160534
242750,99240
67565,23438
42956,18378
529546,250593
365885,186238
102184,46926
155806,68272
319000,60279
326900,133184
38198,21248
347920,163353
99066,41653
340619,200501
187983,83306
358044,150965
612974,183062
430402,165282
344964,154224
348984,183496
170800,104970
409524,108281
536224,140541
552708,233079
718242,134889
354000,137987
386800,237255
247800,97144
531188,157345
422100,196826
155600,84732
143238,55328
168500,88593
137600,67686
193000,96834
134310,82527
381500,142459
339660,134928
169814,58225
222060,99061
243236,97417
364148,175616
174600,72248
268216,95807
115400,93551
191236,113602
148440,116147
209804,145345
495834,233261
364368,209574
206070,92223
300036,218599
258762,162424
344000,122700
185700,110106
309800,152943
322160,116108
157150,78303
199000,92586
445020,178975
174720,80392
384086,144999
384600,185854
453500,145155
326400,100104
451700,190805
181896,69353
784000,201304
363550,126533
456220,191911
298636,131357
129620,41845
378620,126499
340000,113252
773198,264605
196836,109708
275945,103016
511200,148542
184960,67819
235062,66123
135605,69254
333100,115284
232484,99074
194896,105080
369618,181234
83740,32400
258005,112279
287950,73465
338411,157116
1126328,186438
123260,66625
181549,117064
232441,46955
504076,168267
236632,130170
198363,115641
143500,99855
184078,96495
102766,63140
196700,105503
275138,152026
80450,68686
304128,128490
312000,138622
104956,53604
784688,189085
363345,213696
196380,84197
545660,231194
172958,81726
1323460,217927
458820,233006
120923,55766
310872,146600
189514,46638
414184,151706
310000,113107
283800,155796
274036,114497
832800,178662
281500,122659
345036,140869
144437,64609
56094,27218
215758,73780
159295,72120
140240,80152
1073459,264104
355359,148752
93413,62567
359727,80374
87905,71449
115244,43055
57865,33787
55555,34124
154691,83557
268491,118374
368121,109104
322308,121532
296533,124177
149105,91273
273498,116534
133085,88755
136080,75056
262310,70070
369858,64776
206292,84809
583293,49019
260411,70390
137402,40044
1127724,233583
275464,108991
505877,135077
779351,280561
428150,183195
177962,80311
198617,84132
166578,92076
76204,42293
222934,74998
112260,62195
66443,40456
201932,72550
210455,97418
168525,94316
69783,50014
927593,161356
50962,20023
70947,47658
120750,70398
277327,74145
118875,57151
85520,66424
157029,107655
72625,43536
63598,45777
292787,100030
118875,74731
24452,13922
233300,126184
525682,79457
195806,80199
104914,39340
118295,86227
920420,72203
149202,109444
159462,105387
59547,31305
526006,108789
99399,86796
214442,47950
59644,25571
72161,54795
141790,104203
175199,79046
156464,50069
90356,64023
110147,81697
74656,34033
246048,98537
145870,35030
141236,109825
312113,80606
121264,74700
399427,210902
54666,34198
44388,31057
494212,91228
860862,147143
217658,135894
119065,47797
283136,88943
44509,14036
113007,74757
52333,32401
82045,45973
46968,23048
324792,159912
127303,70553
139040,76243
60270,38586
332580,99035
82417,26137
132669,78001
89241,45441
173295,46087
64386,28526
85420,59124
128183,76352
210241,77092
77704,54026
125146,93383
195280,73696
39901,29276
370195,126817
89843,73988
139804,97228
236478,86708
84548,53295
58633,29171
84032,48591
127865,64508
76711,43816
103244,55619
79739,52250
92860,45834
83298,38983
72227,47131
141581,57131
90889,56744
183190,79096
369199,86540
201285,103809
140053,112533
639296,87992
198663,76161
196035,75904
335236,126672
145164,57120
47525,27932
179174,81914
89232,42381
178085,87318
398002,112304
145747,63365
185170,80030
85361,45617
316839,80376
140849,64900
161889,82501
61584,34878
195850,86862
117269,90080
266555,97356
146756,83055
215187,144993
290772,107930
88081,54232
675298,198034
134797,56955
140345,95842
206954,105306
394582,116740
168032,101684
101207,74888
93896,52592
91813,45663
29692,14098
188847,80594
76486,55420
73554,36290
276556,131821
150077,90393
123477,66753
124230,78922
155723,85649
172708,115036
93974,60782
100259,81883
140697,107691
102542,74119
177664,87817
128791,57152
285239,210376
113815,74139
145121,77162
213923,147032
249481,122565
98027,81245
219401,74046
69872,43088
126047,74629
66815,45741
186799,115906
150609,78802
209448,120296
138117,58783
41523,28356
86459,59941
303501,181492
181239,156984
100025,67365
245444,145936
137415,82706
179528,112619
125460,57757
90095,66935
43255,24863
69162,43008
208114,119112
155905,67847
58365,39642
138991,102994
129688,86251
139887,108485
138945,82293
98249,78749
120332,96409
139106,81012
100547,67421
93317,65118
93835,64334
143213,80058
96045,53625
95620,66147
100807,90682
50299,40310
50200,24843
37922,33053
76368,43806
87248,47700
107774,105974
80870,61501
66594,42573
321300,119288
184660,85182
100713,50703
76318,48931
91431,49441
93491,66151
36390,23494
107479,66042
114334,67757
94366,62093
151372,54126
120461,78491
41306,21707
97712,74751
289126,129891
176786,101968
221696,140177
76343,42889
71586,44735
120242,80168
211210,55503
97866,65569
147499,112431
179311,98569
109590,64302
744980,88376
149758,94243
119536,68811
180050,97986
111042,60092
192126,101236
1000256,208516
166333,105450
124771,71752
124501,75904
183264,115636
486301,221412
224947,115790
222800,113366
107147,78439
130696,80128
125705,82016
403866,130902
461272,188003
123131,64161
114869,73667
109855,68883
76201,45702
144452,112742
55292,37891
175442,86956
1462529,211668
545960,118525
60124,28930
96898,42493
99153,70703
115559,69353
93125,36400
145874,86497
166180,112026
173657,100651
215932,98911
149400,109495
187435,118725
57695,43472
120996,69507
91164,60445
56451,36555
96333,49139
96685,73678
110496,67934
392191,97175
95051,64329
128995,61567
123751,59216
79586,44639
144732,86447
319167,89789
203112,66210
235536,73719
123369,47441
352664,92884
204494,72455
93376,60970
117894,56490
110045,68573
646012,124333
142581,66352
60980,36677
109818,58968
83039,69667
84715,64417
195562,91462
94575,75899
392252,91689
96418,65377
110958,72243
187718,121272
465433,185247
33973,20162
181457,99849
76365,66910
169856,91777
215663,68353
156992,71291
86947,47602
150222,50253
101134,83999
86537,61544
205970,134008
110644,77681
175172,57204
99827,78802
50851,32754
37532,29129
78232,47846
129677,91582
87622,45810
108203,56436
187754,100203
79640,47134
71277,42077
107375,52996
98193,58439
71719,45050
263317,69183
44339,26176
119832,69579
107372,64622
102778,52708
103390,54416
198934,50553
82345,66641
91601,49349
82185,43151
93014,68470
92316,70178
51784,31065
38895,26773
78774,50529
419904,129527
943608,97621
89361,53360
55352,36951
94068,63272
81717,59886
51386,21040
333728,94273
140062,55524
112383,63874
74072,32290
77519,55211
72545,49177
74445,57486
72768,43001
35863,41888
64884,35174
55102,26335
656133,145469
77274,41960
300365,151591
95048,53526
51389,30921
51621,37675
88456,59022
95518,51527
102495,42285
107187,64477
104656,56153
65610,42493
52840,31951
94813,52433
24825,15803
94600,68330
72401,28110
163744,102097
80128,40829
86433,60223
129645,113300
119510,86485
90484,57413
112637,68110
115696,55929
70026,42707
118505,90564
111962,72055
56260,45897
116240,60773
34291,17040
85974,39880
49767,48089
102252,50881
121330,42905
93490,65697
91800,25072
61025,46328
382882,96989
81879,37982
122549,72338
75950,52160
112011,62768
84455,47279
112888,34565
96968,79194
104413,53568
676530,130090
664191,249851
126618,71647
158815,68879
329120,97087
270402,142086
259843,129268
203342,110461
144779,78317
89133,73421
392819,81659
89140,57726
140333,78425
107365,79519
104708,35468
94309,68491
112947,64462
97022,68368
84912,65755
54704,34426
92838,72089
74722,37161
69142,49135
77505,59663
62362,44694
142541,81890
193988,96849
95146,43761
78822,44964
87683,58034
83691,57957
71182,51475
92326,63365
39981,20792
85934,41428
23223,12495
88741,65552
78944,48490
82025,57760
215666,128047
95085,59513
75455,48483
19541,11346
104768,53330
172186,90344
85396,53502
82339,45202
139272,80686
113168,65495
33650,6791
39520,16641
83441,67723
142631,58775
114099,82874
65500,36991
109534,84685
111630,97966
219599,106336
114004,86343
107508,90026
50437,41092
132609,83748
127654,76860
133817,93037
165496,106096
140566,110014
143100,111980
184049,104736
128114,62940
240524,98216
169610,95006
231015,78460
87027,53931
84101,60615
139891,88080
59568,38081
94479,50370
109620,82526
137443,90534
54569,26788
113201,80470
102292,66828
93996,77479
53622,44121
117028,91108
94643,57411
96009,60522
77398,52846
103271,81127
59085,48189
127881,56595
105590,81917
115045,99301
83164,51972
89555,54601
43737,36944
129915,42728
88826,34219
63946,28147
24638,12436
59462,19961
37213,11504
81471,42885
104837,29999
51983,15256
570416,116304
151985,35267
57476,26099
40528,12974
61476,27247
101037,23137
159935,53692
98828,48724
345239,57981
299829,79234
182828,65619
160569,58527
804600,83127
97880,52226
68200,34487
80932,17745
136111,57028
129305,52568
57266,16920
59199,32099
547333,83071
713915,130459
81413,29124
36715,21945
72559,38184
68602,42905
62945,37079
29413,16923
58892,23432
131520,38552
89292,51835
301667,85142
86260,63799
335552,42457
117452,58953
80111,49405
106665,62237
174240,66883
273107,59358
117918,60217
264644,85071
121697,76517
320110,53419
494243,125554
199264,54127
518410,101335
543636,183635
445776,94073
941839,190030
378852,69911
438979,98080
75626,31805
94792,53574
218255,78905
123215,48750
86962,53263
69599,40460
108423,67068
39441,19441
261657,86170
159672,71116
145019,74270
46790,31075
80172,27879
136483,51638
129898,62301
29867,3704
127598,63885
166519,37091
91495,54974
104231,32387
190260,80492
157948,63395
287764,56712
119428,36258
118220,52787
87316,54981
69038,32367
588832,75723
90706,34012
575700,103050
28260,20252
63108,24780
54624,32070
60325,44849
28630,21194
127928,107251
323381,86564
75351,34227
168011,58172
47974,29673
174527,72631
174899,108707
92179,46202
362000,131181
103686,63662
116614,66628
119089,67640
145904,88076
178200,63023
194596,128838
270052,113679
134379,78618
128811,62171
70509,48569
66569,33880
374600,73422
65870,25058
237096,98822
387630,147445
118030,62635
289250,126697
130381,46453
167061,89465
101615,51845
229950,90347
127795,48368
382620,81121
127886,78219
233851,100462
223490,63190
126626,66729
73961,48755
122417,43539
181482,50065
200385,103935
508064,100274
822680,167861
374759,203002
863360,130787
100839,41753
436798,83486
108711,53192
98922,65727
85500,41194
133072,70687
62147,25205
220920,39793
119860,69770
227857,43958
213240,107903
1033700,171302
55202,23327
174337,101993
106200,53673
87300,34401
137000,30697
349298,110065
135300,28417
231580,63529
185698,86624
159734,68225
53960,32830
125440,63745
79800,37865
92279,22336
143189,106235
58012,26798
50173,28583
181060,73174
194910,50658
82006,55045
259967,109390
533320,198394
225323,109712
443730,142921
220722,133613
140065,65990
527291,112835
641570,113288
351554,62350
98688,48627
106952,55158
66662,36648
118973,64108
90614,62727
103948,38259
78345,46514
391410,77260
210220,67838
55106,38705
113092,84477
121159,56406
209398,56993
471382,109990
76298,27964
73609,49276
178028,67757
425092,126065
47661,18423
258870,99335
104055,38539
62905,34200
157661,82180
208110,92354
17913,6275
129640,65302
100384,37687
177410,56096
287487,81719
193000,84105
140816,54630
84256,31898
104560,48063
68480,47832
272669,70014
84230,31997
224813,67250
66111,26255
112950,38880
81924,38629
151249,70360
78447,20603
114509,40901
113221,27887
65532,32630
84665,41696
203828,53306
152601,61861
441116,117162
144597,65788
32820,14854
67760,43112
260552,71461
124501,34378
53838,25144
116197,76028
127791,51252
572747,107903
181952,47813
443405,110533
26832,10257
91223,49032
84622,18847
114425,27707
51161,13980
125112,34326
58064,21971
176680,37464
57851,24812
92385,36734
128030,51609
115711,25954
84406,45902
162931,57511
188080,57994
167118,59885
309914,32585
56257,19341
458299,98320
114890,34174
146145,46039
210571,40470
1118691,276991
169463,42414
